name,screen_name,party,total_tweets,covid_tweets
"Silberhorn, Thomas",SilberhornMdB,CSU,110,22
"Schreiber, Eva-Maria",MdB_Schreiber,Die Linke,377,91
"Straetmanns, Friedrich",FrStraetmanns,Die Linke,523,109
"Busen, Karlheinz",busen_mdb,FDP,16,4
"Djir-Sarai, Bijan",DjirSarai,FDP,242,28
"in der Beek, Olaf",olafinderbeek,FDP,262,57
"Willkomm, Katharina",k_willkomm,FDP,451,32
"Mansmann, Till",TillMansmann,FDP,43,5
"Müller, Alexander",alexmuellerfdp,FDP,361,31
"Reinhold, Hagen",reinholdmdb,FDP,847,120
"Skudelny, Judith",JudithSkudelny,FDP,236,38
"Dilcher, Esther",EstherDilcher,SPD,0,0
"Aggelidis, Grigorios",aggelidis_fdp,FDP,195,57
"Hollnagel, Dr. Bruno",DrHollnagel,AfD,44,22
"Wiehle, Wolfgang",WolfgangWiehle,AfD,376,146
"Heilmann, Prof. Thomas",ThomasHeilmann,CDU,169,7
"Hocker, Dr. Gero",GeroHocker,FDP,242,35
"Müller, Hansjörg Gerhard Georg",MdB_Mueller_AfD,AfD,112,40
"Müller-Rosentritt, Frank",theliberalfrank,FDP,265,39
"Neumann, Prof. Dr. Martin",_MartinNeumann,FDP,1014,75
"Rottmann, Dr. Manuela",ManuelaRottman,Bündnis 90/Die Grünen,1220,80
"Alt, Renata",RenataAlt_MdB,FDP,468,87
"Dassler, Britta",BrittaDassler,FDP,39,12
"Klein, Karsten",MdBKlein,FDP,260,76
"Westig, Nicole",NicoleWestig,FDP,100,32
"Völlers, Marja-Liisa",MarjaVoellers,SPD,304,31
"Herbrand, Markus",HerbrandMarkus,FDP,213,32
"Ihnen, Ulla",ullaihnen,FDP,91,8
"Kießling, Michael",Kiessling_MdB,CSU,10,2
"Lechte, Ulrich",ulrichlechte,FDP,265,62
"Ludwig, Daniela",DaniLudwigMdB,CSU,839,70
"Mohamed Ali, Amira",Amira_M_Ali,Die Linke,179,32
"Ploß, Dr. Christoph ",christophploss,CDU,469,96
"Schlund, Dr. Robby",DrRobbySchlund,AfD,0,0
"Röttgen, Dr. Norbert",n_roettgen,CDU,1589,177
"Sauter, Christian",Chr_Sauter,FDP,8,0
"Seestern-Pauly, Matthias",mseesternpauly,FDP,36,10
"Throm, Alexander",alexander_throm,CDU,96,9
"Malsack-Winkemann, Dr. Birgit",MalsackWinkeman,AfD,198,98
"Bauer, Nicole",nicole_ae_bauer,FDP,133,23
"Esdar, Wiebke",wiebkeesdar1,SPD,0,0
"Moll, Claudia",ClaudiaMollMdB,SPD,11,0
"Rachel, Thomas",_ThomasRachel,CDU,30,5
"Tatti, Jessica",jessica_tatti,Die Linke,6,0
"Ferschl, Susanne",SusanneFerschl,Die Linke,535,91
"Heidenblut, Dirk",DHeidenblut,SPD,5,0
"Hoffmann, Dr. Christoph",HoffmannForest,FDP,1554,430
"Tillmann, Antje",AntjeTillmann,CDU,137,9
"Westphal, Bernd",BerndWestphal4,SPD,42,1
"Maag, Karin",MaagKarin,CDU,65,7
"Ryglewski, Sarah",RyglewskiS,SPD,81,13
"Hennrich, Michael",MichaelHennric2,CDU,15,0
"Motschmann, Elisabeth",ElisabethMotsc1,CDU,80,11
"Stegemann, Albert",StegemannAlbert,CDU,17,2
"Mackensen, Isabel",IsabelMackensen,SPD,51,0
"Heidt, Peter",PeterHeidtFDP,FDP,179,31
"Connemann, Gitta",gitta_connemann,CDU,149,37
"Fahimi, Yasmin",FahimiYasmin,SPD,134,2
"Gnodtke, Eckhard",EckhardGnodtke,CDU,71,5
"Patzelt, Martin",MPatzeltCDU,CDU,56,8
"Kulitz, Alexander",AKulitz,FDP,47,10
"Rützel, Bernd",ruetzelbernd,SPD,0,0
"Baumann, Dr. Bernd",BerndBaumannAfD,AfD,51,5
"Frei, Thorsten",thorsten_frei,CDU,17,0
"Grundl, Erhard",Erhard_Grundl,Bündnis 90/Die Grünen,229,64
"Hohmann, Martin",HohmannMdb,AfD,107,19
"Bubendorfer-Licht, Sandra",Bubendorferfdp,FDP,221,35
"Martens, Dr. Jürgen",juergen_martens,FDP,47,7
"Bach, Bela",bela_bach,SPD,108,23
"Freitag, Dagmar",DagmarFreitag13,SPD,890,49
"Weingarten, Joe",DrJoeWeingarten,SPD,151,12
"Schneidewind-Hartnagel, Charlotte",charlotte_mdb,Bündnis 90/Die Grünen,18,6
"Zickenheiner, Gerhard",GZickenheiner,Bündnis 90/Die Grünen,105,11
"Monstadt, Dietrich",MdBMonstadt,CDU,0,0
"Vries, Christoph de",VriesChristoph,CDU,80,6
"Nölke, Matthias",Matthiasnoelke,FDP,50,2
"Martin, Dorothee",Doro_Martin,SPD,509,35
"Lehmann, Sylvia",LehmannSpd,SPD,0,0
"Hilse, Karsten",HilseMdb,AfD,1,0
"Huber, Johannes",HuberMdB,AfD,138,21
"Krichbaum, Gunther",GuntherKrichba3,CDU,19,1
"Ludwig, Saskia",SaskiaLudwig17,CDU,274,26
"Möller, Siemtje",SiemtjeMdB,SPD,244,11
"Otten, Gerold",Gerold_Otten,AfD,72,12
"Kramp-Karrenbauer, Annegret",akk,CDU,171,31
"Klöckner, Julia",JuliaKloeckner,CDU,518,55
"Schulze, Svenja",SvenjaSchulze68,SPD,311,40
"Söder, Markus",Markus_Soeder,CSU,496,233
"Walter-Borjans, Norbert",NowaboFM,SPD,696,55
"Meuthen, Prof. Dr. Norbert",Joerg_Meuthen,AFD,344,64
"Beck, Volker",Volker_Beck,Bündnis 90/Die Grünen,4392,239
"Polenz, Ruprecht",polenz_r,CDU,11728,1601
"Kühnert, Kevin",KuehniKev,SPD,3053,80
"Stegner, Ralf",Ralf_Stegner,SPD,3580,754
