name,created_at,word from wordlist,original tweet,tweet
"Strengmann-Kuhn, Dr. Wolfgang",Fri Apr 10 11:16:37 +0000 2020,kurzarbeitergeld,"@HanneloreKoenig @katdro @ToniHofreiter @GoeringEckardt @HajdukBundestag @GrueneBeate Genau das schlagen wir vor. Wer 1300 Euro netto hatte, soll 90% Kurzarbeitergeld und damit den höchsten Zuschlag bekommen. Hier im Detail zum Nachlesen:
https://t.co/vUNnDL87NU","['genau', 'schlagen', 'wer', 'euro', 'netto', 'hatt', 'kurzarbeitergeld', 'höchsten', 'zuschlag', 'bekommen', 'detail', 'nachlesen']"
"Strengmann-Kuhn, Dr. Wolfgang",Sun Apr 19 13:15:36 +0000 2020,coronakris,"Auch in Deutschland merken wir gerade jetzt in der #CoronaKrise, an welchen und wie vielen Stellen das Existenzminimum nicht gesichert ist. 
Ein #Grundeinkommen würde diese Löcher im Sozialsystem stopfen.","['deutschland', 'merken', 'gerad', 'coronakris', 'vielen', 'stellen', 'existenzminimum', 'gesichert', 'grundeinkommen', 'löcher', 'sozialsystem', 'stopfen']"
"Strengmann-Kuhn, Dr. Wolfgang",Thu Apr 23 05:13:18 +0000 2020,kurzarbeitergeld,"Für kleine Einkommen reicht das nicht. 
Sie brauchen mehr als 80% #Kurzarbeitergeld, und zwar nicht erst nach sechs Monaten, sondern sofort!
https://t.co/tK7Rvoa62c","['klein', 'einkommen', 'reicht', 'brauchen', 'mehr', 'al', 'kurzarbeitergeld', 'erst', 'sech', 'monaten', 'sofort']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri Apr 24 13:21:44 +0000 2020,kurzarbeitergeld,"Kommentar von @stefansell zum #Kurzarbeitergeld - und warum unser grüner Vorschlag eines #KurzarbeitergeldPlus  besser gewesen wäre als der Beschluss der #GroKo. 
@GrueneBundestag @GrueneBeate @GoeringEckardt @HajdukBundestag @ToniHofreiter","['kommentar', 'kurzarbeitergeld', 'warum', 'grüner', 'vorschlag', 'kurzarbeitergeldplu', 'besser', 'wäre', 'al', 'beschluss', 'groko']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri Apr 24 16:10:06 +0000 2020,kurzarbeitergeld,"Das #Kurzarbeitergeld muss nachgebessert werden. Es sollte gezielt für kleine bis mittlere Einkommensbereiche angehoben werden. Das ist notwendig, damit die Menschen aufgrund der Corona-Pandemie nicht in die #Armut abgleiten. #KurzarbeitergeldPlus 
https://t.co/SAi6P6WxMW","['kurzarbeitergeld', 'nachgebessert', 'sollt', 'gezielt', 'klein', 'bi', 'mittler', 'einkommensbereich', 'angehoben', 'notwendig', 'menschen', 'aufgrund', 'coronapandemi', 'armut', 'abgleiten', 'kurzarbeitergeldplu']"
"Strengmann-Kuhn, Dr. Wolfgang",Sun May 03 08:19:29 +0000 2020,corona,"""Auf ihrem virtuellen Parteitag sortiert sich die Partei neu und rückt Themen wie soziale Gerechtigkeit in den Mittelpunkt""
@Die_Gruenen zeigen, dass Demokratie auch in Zeiten von Corona funktioniert. Am Ende haben sich 30 000 Menschen zugeschaltet. 
https://t.co/VXtUYt9YOt","['virtuellen', 'parteitag', 'sortiert', 'partei', 'neu', 'rückt', 'themen', 'sozial', 'gerechtigkeit', 'mittelpunkt', 'zeigen', 'demokrati', 'zeiten', 'corona', 'funktioniert', 'end', 'menschen', 'zugeschaltet']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri May 15 16:37:51 +0000 2020,kurzarbeitergeld,"Die Sozialschutzpakete der Bundesregierung gehen an den Schwächsten vorbei:
- Das #Kurzarbeitergeld muss für Menschen mit geringen Einkommen stärker angehoben werden, und zwar sofort
- #Obdachlose müssen besser unterstützt und geschützt werden 
 
https://t.co/4KaOs17QhN","['sozialschutzpaket', 'bundesregierung', 'gehen', 'schwächsten', 'vorbei', 'kurzarbeitergeld', 'menschen', 'geringen', 'einkommen', 'stärker', 'angehoben', 'sofort', 'obdachlos', 'müssen', 'besser', 'unterstützt', 'geschützt']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri May 15 16:44:17 +0000 2020,kurzarbeitergeld,"Hier meine Zwischenbemerkung zum Nachlesen und Links zu unseren Anträgen zu diesen beiden Punkten:
- Antrag #KurzarbeitergeldPlus einführen
- Allen Wohnungslosen schnell und unbürokratisch helfen
#Kurzarbeitergeld #Wohnungslosigkeit #Obdachlosigkeit 
https://t.co/MKee2iU8V4","['zwischenbemerkung', 'nachlesen', 'link', 'anträgen', 'beiden', 'punkten', 'antrag', 'kurzarbeitergeldplu', 'einführen', 'wohnungslosen', 'schnell', 'unbürokratisch', 'helfen', 'kurzarbeitergeld', 'wohnungslosigkeit', 'obdachlosigkeit']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri Jun 19 19:30:27 +0000 2020,coronapandemi,"Unsere Wirtschaftsweise muss sich verändern – das war schon durch die #Klimakrise klar, und die #Corona-Pandemie hat uns noch einmal deutlich gezeigt, wie verletzbar wir sind. 
Sehr lesenswertes Interview mit Reinhard Loske
https://t.co/VDMEMTMMFa","['wirtschaftsweis', 'verändern', 'schon', 'klimakris', 'klar', 'coronapandemi', 'un', 'deutlich', 'gezeigt', 'verletzbar', 'lesenswert', 'interview', 'reinhard', 'losk']"
"Strengmann-Kuhn, Dr. Wolfgang",Wed Aug 26 06:34:40 +0000 2020,kurzarbeitergeld,"So ist das. 
Aufschlag zur #Grundsicherung, existenzsicherndes Kurzarbeitergeld, existenzsichernde Leistungen für #Selbständige, #Existenzgeld für Künstler*innen, (befristetes) #Grundeinkommen - alles wäre besser gewesen als die Senkung der #Mehrwertsteuer","['aufschlag', 'grundsicherung', 'existenzsichernd', 'kurzarbeitergeld', 'existenzsichernd', 'leistungen', 'selbständig', 'existenzgeld', 'künstler', 'innen', 'befristet', 'grundeinkommen', 'all', 'wäre', 'besser', 'al', 'senkung', 'mehrwertsteu']"
"Strengmann-Kuhn, Dr. Wolfgang",Thu Sep 10 15:52:01 +0000 2020,coronakris,"Nicht zuletzt die Corona-Krise zeigt: Wir brauchen ein Update der #Arbeitslosenversicherung in Richtung #Arbeitsversicherung, auch um #Selbständige besser abzusichern. 
Artikel mit Statements von @GruenClaudia und mir.   

https://t.co/T0qJZcZ2Rh","['zuletzt', 'coronakris', 'zeigt', 'brauchen', 'updat', 'arbeitslosenversicherung', 'richtung', 'arbeitsversicherung', 'selbständig', 'besser', 'abzusichern', 'artikel', 'statement']"
"Strengmann-Kuhn, Dr. Wolfgang",Mon Oct 19 16:11:39 +0000 2020,coronaviru,"Ich lese gerade, dass sich die hessische Ministerin für Wissenschaft und Kunst, @Angela_Dorn, mit dem Corona-Virus infiziert hat. 
Ich wünsche Dir, liebe Angela, gute Besserung, einen milden Verlauf und auch alles Gute für Deine Familie! 

https://t.co/LIwkmOiIv4","['lese', 'gerad', 'hessisch', 'ministerin', 'wissenschaft', 'kunst', 'coronaviru', 'infiziert', 'wünsche', 'lieb', 'angela', 'gute', 'besserung', 'milden', 'verlauf', 'all', 'gute', 'famili']"
"Strengmann-Kuhn, Dr. Wolfgang",Sun Oct 25 09:32:26 +0000 2020,viru,"Ist zur Zeit auch mein Lieblingsspiel ;-)
gemeinsam gegen den Virus #Pandemic","['zeit', 'lieblingsspiel', 'gemeinsam', 'viru', 'pandem']"
"Strengmann-Kuhn, Dr. Wolfgang",Fri Dec 18 09:17:26 +0000 2020,pandemi,"Letzte Veranstaltung im #Bundestag: 
Starke Rede von #UN-Generalsekretär António Guterres zur Pandemie, Klimapolitik und Frieden - und dazu, dass wir die Herausforderungen nur gemeinsam bewältigen können. https://t.co/pw1gS8SCqE","['letzt', 'veranstaltung', 'bundestag', 'stark', 'rede', 'ungeneralsekretär', 'antónio', 'guterr', 'pandemi', 'klimapolitik', 'frieden', 'herausforderungen', 'gemeinsam', 'bewältigen']"
"Strengmann-Kuhn, Dr. Wolfgang",Wed Dec 23 19:09:44 +0000 2020,kurzarbeitergeld,"Kurz vor Weihnachten gibt es den letzten Newsletter von mir in diesem Jahr:
https://t.co/9hWuS3S3rR
Themen: 
#Arbeitsmarkt #Soloselbstständige #Kurzarbeitergeld, #Armut und #Ungleichheit
Entlastung von #Familien
#SozialesEuropa #Grundeinkommen #Weihnachtsappell 
Schöne Feiertage! https://t.co/L99jV8BKUD","['kurz', 'weihnachten', 'gibt', 'letzten', 'newslett', 'jahr', 'themen', 'arbeitsmarkt', 'soloselbstständig', 'kurzarbeitergeld', 'armut', 'ungleichheit', 'entlastung', 'familien', 'sozialeseuropa', 'grundeinkommen', 'weihnachtsappel', 'schöne', 'feiertag']"
"Gysi, Dr. Gregor",Mon Mar 16 13:37:27 +0000 2020,coronaviru,"Das #Coronavirus führt uns noch einmal vor Augen, wie sehr wir aufeinander angewiesen sind. Gesundheit ist keine Ware. Krankenhäuser müssen sich nicht rechnen, sondern vornehmlich Menschen gesund machen. @superillu https://t.co/LjIuF2xj9c","['coronaviru', 'führt', 'un', 'augen', 'aufeinand', 'angewiesen', 'gesundheit', 'ware', 'krankenhäus', 'müssen', 'rechnen', 'vornehmlich', 'menschen', 'gesund']"
"Gysi, Dr. Gregor",Tue Mar 17 12:28:23 +0000 2020,coronaviru,"Der Gesetzgeber muss eine Regelung festlegen, mit der künftig die soziale Absicherung von Selbständigen und Freiberuflern gewährleistet wird. Die Erfahrungen der Künstlersozialkasse sollen und können dabei genutzt werden. https://t.co/oxJB5WKE29 #Coronavirus","['gesetzgeb', 'regelung', 'festlegen', 'künftig', 'sozial', 'absicherung', 'selbständigen', 'freiberuflern', 'gewährleistet', 'erfahrungen', 'künstlersozialkass', 'sollen', 'dabei', 'genutzt', 'coronaviru']"
"Gysi, Dr. Gregor",Fri Mar 27 07:50:06 +0000 2020,corona,"Wir müssen aufpassen, dass die #Coronakrise nicht missbraucht wird, um #Demokratie abzubauen. Man kann vorübergehend Dinge immer anders machen, aber wirklich nur vorübergehend. Die Gesellschaft wird nach #Corona eine andere sein. @tonline_news https://t.co/f11a6gLc1d","['müssen', 'aufpassen', 'coronakris', 'missbraucht', 'demokrati', 'abzubauen', 'vorübergehend', 'ding', 'immer', 'wirklich', 'vorübergehend', 'gesellschaft', 'corona']"
"Gysi, Dr. Gregor",Mon Apr 27 15:14:07 +0000 2020,coronakris,"Unser Wirtschaftssystem musste schon von der Coronakrise sozialer werden, aber erst recht nach der Coronakrise. @PluraPolit https://t.co/TqMwJVKKi6","['wirtschaftssystem', 'musst', 'schon', 'coronakris', 'sozial', 'erst', 'recht', 'coronakris']"
"Gysi, Dr. Gregor",Fri May 01 15:45:00 +0000 2020,pandemi,"Der jetzt erlebte Demokratieabbau muss unverzüglich mit Beendigung der Krise und vollständig ohne eine einzige Ausnahme zurückgenommen werden. Die Pandemie darf nicht genutzt werden, um einen Demokratieabbau dauerhaft zu organisieren. Dafür sollten nach dem 1. Mai kämpfen. https://t.co/8wBEfdB4xN","['erlebt', 'demokratieabbau', 'unverzüglich', 'beendigung', 'krise', 'vollständig', 'ohn', 'einzig', 'ausnahm', 'zurückgenommen', 'pandemi', 'darf', 'genutzt', 'demokratieabbau', 'dauerhaft', 'organisieren', 'dafür', 'sollten', 'mai', 'kämpfen']"
"Gysi, Dr. Gregor",Thu May 07 19:11:15 +0000 2020,coronakris,"Atombomber sind nicht systemrelevant. 18,5 Mrd. € für 138 neue Kampfflugzeuge fehlen für Investitionen und bessere Bezahlung in Gesundheit und Pflege, Bildung und Erziehung, Handel und Logistik und die Bewältigung der Coronakrise. Katastrophale Entscheidung stoppen! https://t.co/iURFBMkMkn","['atombomb', 'systemrelev', 'mrd', 'neue', 'kampfflugzeug', 'fehlen', 'investitionen', 'besser', 'bezahlung', 'gesundheit', 'pflege', 'bildung', 'erziehung', 'handel', 'logistik', 'bewältigung', 'coronakris', 'katastrophal', 'entscheidung', 'stoppen']"
"Gysi, Dr. Gregor",Mon May 11 07:08:45 +0000 2020,homeoffic,"Eine notwendige Regelung fürs #Homeoffice ändert nichts daran, dass wir uns zuerst darum kümmern müssen, dass Menschen in Gesundheit, Pflege, Handel, Bildung, Transport endlich ihrem Wert für unser Zusammenleben entsprechend bezahlt werden. @superillu https://t.co/fMKeMajWnV","['notwendig', 'regelung', 'homeoffic', 'ändert', 'daran', 'un', 'zuerst', 'darum', 'kümmern', 'müssen', 'menschen', 'gesundheit', 'pflege', 'handel', 'bildung', 'transport', 'endlich', 'wert', 'zusammenleben', 'entsprechend', 'bezahlt']"
"Gysi, Dr. Gregor",Fri May 15 09:25:04 +0000 2020,corona,"Eine weltweite humanitäre Krise hatten wir schon lange vor Corona. Es wird jetzt nach dem Schuldigen für das Virus gesucht, um vom eigenen Versagen abzulenken. Politische und soziale Menschenrechte - die Bundesregierung redet lieber von den politischen - sind eine Einheit. https://t.co/Qpx2uTfPFf","['weltweit', 'humanitär', 'krise', 'schon', 'lang', 'corona', 'schuldigen', 'viru', 'gesucht', 'eigenen', 'versagen', 'abzulenken', 'politisch', 'sozial', 'menschenrecht', 'bundesregierung', 'redet', 'lieber', 'politischen', 'einheit']"
"Gysi, Dr. Gregor",Wed Nov 18 08:16:27 +0000 2020,infektionsschutzgesetz,Ich stimme heute gegen das #Infektionsschutzgesetz der Bundesregierung. Der Bundestag darf das Heft des Handelns nicht auf die Bundesregierung übertragen.,"['stimm', 'heut', 'infektionsschutzgesetz', 'bundesregierung', 'bundestag', 'darf', 'heft', 'de', 'handeln', 'bundesregierung', 'übertragen']"
"Gysi, Dr. Gregor",Wed Nov 18 08:16:28 +0000 2020,pandemi,"Eine zeitweise Einschränkung von Grundrechten in der Pandemie darf es ohne strikte, demokratische Kontrolle und Zuständigkeit durch das Parlament nicht geben.","['zeitweis', 'einschränkung', 'grundrechten', 'pandemi', 'darf', 'ohn', 'strikt', 'demokratisch', 'kontrol', 'zuständigkeit', 'parlament', 'geben']"
"Gysi, Dr. Gregor",Fri Dec 11 14:58:06 +0000 2020,kurzarbeitergeld,"Soloselbständige und Freiberufler brauchen eine andere, umfassendere soziale Absicherung als bisher. Wir brauchen eine Art Kurzarbeitergeld für Selbständige, jetzt finanziert aus Steuermitteln, später, indem die Arbeitslosenkasse für Selbständige geöffnet wird.","['soloselbständig', 'freiberufl', 'brauchen', 'umfassender', 'sozial', 'absicherung', 'al', 'bisher', 'brauchen', 'art', 'kurzarbeitergeld', 'selbständig', 'finanziert', 'au', 'steuermitteln', 'später', 'arbeitslosenkass', 'selbständig', 'geöffnet']"
"Gysi, Dr. Gregor",Sat Dec 12 09:20:08 +0000 2020,coronakris,"Die Corona-Krise hat noch einmal deutlich gemacht, dass das Gesundheitssystem nicht den Profitinteressen von Krankenhauskonzernen und Pharmalobby unterworfen werden darf. Krankenhäuser müssen sich nicht rechnen, sondern die Menschen mit der bestmöglichen Versorgung gesund machen.","['coronakris', 'deutlich', 'gemacht', 'gesundheitssystem', 'profitinteressen', 'krankenhauskonzernen', 'pharmalobbi', 'unterworfen', 'darf', 'krankenhäus', 'müssen', 'rechnen', 'menschen', 'bestmöglichen', 'versorgung', 'gesund']"
"Gysi, Dr. Gregor",Thu Dec 24 09:00:01 +0000 2020,corona,"Was für ein herausforderndes, um nicht zu sagen verrücktes Jahr liegt hinter uns. Corona hat unser Leben völlig durcheinander gewirbelt. Ich wünsche Ihnen trotz alledem ein Frohes Fest zum Wohlfühlen, Erholen, Entspannen und auch zur Besinnung. Machen Sie das Beste draus! https://t.co/gzUpLLnPxG","['wa', 'herausfordernd', 'sagen', 'verrückt', 'jahr', 'liegt', 'un', 'corona', 'leben', 'völlig', 'durcheinand', 'gewirbelt', 'wünsche', 'trotz', 'alledem', 'frohe', 'fest', 'wohlfühlen', 'erholen', 'entspannen', 'besinnung', 'best', 'drau']"
"Gysi, Dr. Gregor",Sun Dec 27 10:15:04 +0000 2020,pandemi,"Alle #Grundrechte müssen mit Ende der #Pandemie vollständig wiederhergestellt werden. Die Pandemie darf nicht missbraucht werden, um Grundrechte dauerhaft einzuschränken. Darauf müssen Parlamentarier achten, dafür sind sie gewählt worden. @cicero_online https://t.co/Q3XXiixWCg https://t.co/ct3k8QzMHY","['all', 'grundrecht', 'müssen', 'end', 'pandemi', 'vollständig', 'wiederhergestellt', 'pandemi', 'darf', 'missbraucht', 'grundrecht', 'dauerhaft', 'einzuschränken', 'darauf', 'müssen', 'parlamentari', 'achten', 'dafür', 'gewählt', 'worden']"
"Heil, Hubertus",Sun Mar 08 22:03:46 +0000 2020,kurzarbeit,Angesichts der wirtschaftlichen Folgen von #COVID2019 werden im Interesse der Beschäftigten und der Unternehmen am Mittwoch im Bundeskabinett alle erweiterten Instrumente für Kurzarbeit ermöglicht. Dazu wird der Entwurf für das Arbeit-von-morgen-Gesetz ergänzt.,"['angesicht', 'wirtschaftlichen', 'folgen', 'covid', 'interess', 'beschäftigten', 'unternehmen', 'mittwoch', 'bundeskabinett', 'all', 'erweiterten', 'instrument', 'kurzarbeit', 'ermöglicht', 'entwurf', 'arbeitvonmorgengesetz', 'ergänzt']"
"Heil, Hubertus",Thu Mar 12 07:13:08 +0000 2020,coronakris,Heil zur Corona-Krise: “Wir spannen einen Schutzschirm für Arbeitsplätze” https://t.co/rwwBcVTiB3,"['heil', 'coronakris', 'spannen', 'schutzschirm', 'arbeitsplätz']"
"Heil, Hubertus",Fri Mar 13 09:20:01 +0000 2020,pandemi,"Ich will mich ganz herzlich bei allen bedanken, die mit Hochdruck an der Bewältigung der #Covid_19 Pandemie arbeiten. Mein Dank geht auch an meine Kolleginnen und Kollegen im @BMAS_Bund und in allen Behörden und Einrichtungen in unserem Geschäftsbereich. Ihr macht einen Top-Job!","['ganz', 'herzlich', 'bedanken', 'hochdruck', 'bewältigung', 'covid_', 'pandemi', 'arbeiten', 'dank', 'geht', 'kolleginnen', 'kollegen', 'behörden', 'einrichtungen', 'geschäftsbereich', 'macht', 'topjob']"
"Heil, Hubertus",Fri Mar 13 13:26:31 +0000 2020,coronaviru,Ich habe eben (im Homeoffice) das heute beschlossene Gesetz zur #Kurzarbeit unterschrieben. Es wird jetzt der Kanzlerin und dann dem Bundespräsidenten zur Unterschrift vorgelegt und dann verkündet. #coronavirus ⁦@BMAS_Bund⁩ https://t.co/lGqxe9AVDR,"['eben', 'homeoffic', 'heut', 'beschlossen', 'gesetz', 'kurzarbeit', 'unterschrieben', 'kanzlerin', 'bundespräsidenten', 'unterschrift', 'vorgelegt', 'verkündet', 'coronaviru']"
"Heil, Hubertus",Mon Mar 16 14:15:33 +0000 2020,kurzarbeit,"#SchutzschirmfürArbeit : Unternehmen, die das brauchen, können ab sofort die verbesserte #Kurzarbeit bei ihrer Bundesagentur für Arbeit beantragen. Die neuen Regeln und besseren Leistungen werden rückwirkend ab dem 1. März angewendet und ausgezahlt. @BMAS_Bund @Bundesagentur","['schutzschirmfürarbeit', 'unternehmen', 'brauchen', 'ab', 'sofort', 'verbessert', 'kurzarbeit', 'bundesagentur', 'arbeit', 'beantragen', 'neuen', 'regeln', 'besseren', 'leistungen', 'rückwirkend', 'ab', 'märz', 'angewendet', 'ausgezahlt']"
"Heil, Hubertus",Mon Mar 23 17:53:22 +0000 2020,corona,Corona: Bundeskabinett verabschiedet „Sozialschutz-Paket“ https://t.co/wI0nilQbtn,"['corona', 'bundeskabinett', 'verabschiedet', 'sozialschutzpaket']"
"Heil, Hubertus",Wed Mar 25 09:00:05 +0000 2020,coronakris,Milliardenschweres Hilfspaket in Coronakrise - „Wir kämpfen um jeden Arbeitsplatz“ https://t.co/t6gnku05Dk,"['milliardenschwer', 'hilfspaket', 'coronakris', 'kämpfen', 'arbeitsplatz']"
"Heil, Hubertus",Wed Mar 25 17:27:41 +0000 2020,coronaviru,Coronavirus: Der Bundestag zeigt das gute Gesicht - Politik - https://t.co/Cr3bKGrCVP https://t.co/lLhuHYAPmb,"['coronaviru', 'bundestag', 'zeigt', 'gute', 'gesicht', 'politik']"
"Heil, Hubertus",Wed Mar 25 17:32:15 +0000 2020,kurzarbeit,"@Hor_Descheru @spdbt Es gibt auch die Möglichkeit, dass Leiharbeiter in Kurzarbeit gehen können, damit sie nicht entlassen werden.","['gibt', 'möglichkeit', 'leiharbeit', 'kurzarbeit', 'gehen', 'entlassen']"
"Heil, Hubertus",Tue Mar 31 14:33:28 +0000 2020,coronakris,"Corona-Krise auf Arbeitsmarkt: ""Das Kurzarbeitergeld wirkt"" - ZDFheute https://t.co/AAg7rYaggD","['coronakris', 'arbeitsmarkt', 'kurzarbeitergeld', 'wirkt', 'zdfheut']"
"Heil, Hubertus",Mon Apr 06 10:49:05 +0000 2020,kurzarbeit,Kurzarbeit sichert in Deutschland Millionen von Arbeitsplätzen und stabilisiert unsere Volkswirtschaft. https://t.co/gqv5QV0dDN,"['kurzarbeit', 'sichert', 'deutschland', 'millionen', 'arbeitsplätzen', 'stabilisiert', 'volkswirtschaft']"
"Heil, Hubertus",Wed Apr 08 12:23:42 +0000 2020,kurzarbeit,#Kurzarbeit sichert derzeit Millionen von Jobs in Deutschland. Ich habe mal ein paar BürgerInnenfragen rund um das Thema beantwortet. #nachgefragt ⁦⁦@BMAS_Bund⁩  https://t.co/Jk9vp5UHhX,"['kurzarbeit', 'sichert', 'derzeit', 'millionen', 'job', 'deutschland', 'mal', 'paar', 'bürgerinnenfragen', 'rund', 'thema', 'beantwortet', 'nachgefragt']"
