name,tweet
"Strengmann-Kuhn, Dr. Wolfgang","['@APeichl @FuestClemens @ifo_Institut @johannesvogel @AnkeHassel @hubertus_heil @MFratzscher @c_lindner Hier auch nochmal das ""Ökonomische Quartett"" vom @MakronomMagazin dazu mit @AnkeHassel, @APeichl, @mh120480 und mir \n""Wie kann man #HartzIV reformieren?"" \nhttps://t.co/wPb4KzyjvH']"
"Strengmann-Kuhn, Dr. Wolfgang","['@monikaturyna @chr_mich Schon etwas älter, aber vielleicht trotzdem (noch) interessant: \nWolfgang Strengmann-Kuhn, Barbara Seel:\nEinkommensdiskriminierung und frauenspezifische Erwerbsbiographie\nWir haben darin das Lebensarbeitseinkommen von Männer und Frauen simuliert. #Gender \nhttps://t.co/LlOMjSmkJZ']"
"Strengmann-Kuhn, Dr. Wolfgang","['@monikaturyna @chr_mich Und hier noch eine Veröffentlichung, in der ich Ergebnisse aus der Studie verwendet habe (download als pdf):\nhttps://t.co/TgAMXW10r9\nInequalities in earnings and child rearing: What is the gender aspect of poverty? Intervention. Journal of Economics, 4, 1, 181-201.']"
"Strengmann-Kuhn, Dr. Wolfgang",['Lesenswertes Interview mit @AchimTruger mit @tazgezwitscher. \nletzte Frage:\nWas wäre Ihre Empfehlung für dieses neue Jahr?\nAuf weitere Steuergeschenke verzichten – und ein großes langfristiges Investitionsprogramm starten. Zukunftsprojekte gibt es genug. \nhttps://t.co/Hp7czuQjIG']
"Strengmann-Kuhn, Dr. Wolfgang","['@scientificecon @primepippo @TKohlstruck @FuestClemens @CanselK @APeichl @maybritillner @TKuban96 @KuehniKev @tom_krebs_ @JRagnitz @ifo_Institut @hubertus_heil @diw_jgeyer @StockhausenEcon @chris_breu @flindner23 @SoVD_Bund @dgb_news Mal ein Zwischenruf an alle Debattierenden: \nEs hilft sich mit ökonomischer Theorie der Alterssicherung zu beschäftigen, z.B. in Kurzform hier als Folien einer Vorlesung von mir. \nhttps://t.co/EZNy5hHWZ3\nAußerdem: Alterssicherung ist zu komplex für Twitter \nSchönen Abend :-)']"
"Strengmann-Kuhn, Dr. Wolfgang","['@jkleemann @APeichl @maybritillner @TKuban96 @KuehniKev @tom_krebs_ @JRagnitz @ifo_Institut @FuestClemens @CanselK @hubertus_heil @diw_jgeyer @StockhausenEcon @chris_breu Ein System ist ""kaputt"", weil Reiche mehr für eine Sozialleistung bezahlen als sie als Sozialleistung bekommen? Nein, das ist gerecht.']"
"Strengmann-Kuhn, Dr. Wolfgang","['Du bist noch kein Mitglied, überlegst aber Mitglied zu werden? \nGeht auch online: https://t.co/qpHMq43MQt\n@Die_Gruenen brauchen noch mehr Mitglieder, um die Welt besser zu machen! Zusammen sind wir stark! 💪🌻']"
"Strengmann-Kuhn, Dr. Wolfgang",['Neu auf Twitter: Der erste Tweet meines Kollegen @GZickenheiner - Folgen lohnt sich! \n@GrueneBundestag']
"Strengmann-Kuhn, Dr. Wolfgang","['""The government wants to (...) introduce some form of basic income."" ist sehr vage, aber immerhin. \nWeiß jemand etwas genaueres? \n#BasicIncome #UBI #Grundeinkommen #BGE']"
"Strengmann-Kuhn, Dr. Wolfgang","['@HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka Brutto(!)-Finanzierungsbedarf. Ein Grundeinkommen ersetzt aber auch die Steuerfreibeträge. Im Endeffekt steht ein Finanzierungsbedarf im zweistelligen Milliardenbereich. Auch nicht einfach, aber machbar. Kosten entstehen durch höhere Inanspruchnahme und geringere Grenzbelastung.']"
"Strengmann-Kuhn, Dr. Wolfgang",['@HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka Literaturhinweis:\nStudie von @MichaelOpielka und mir zum Althaus-#Bürgergeld-Vorschlag für die Konrad-Adenauer-Stiftung: \nhttps://t.co/EzqUtGs2jn\nHilft für das Verständnis von #Grundeinkommen und die Finanzierungswege (über die Einkommensteuer)']
"Strengmann-Kuhn, Dr. Wolfgang","['@HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka Bei 60K und einem Steuersatz von 50% wären das 30k Steuern. Grundeinkommen für das Paar: 24k. Wären dann netto 6k Steuern, also gar nicht so weit von den 7,4 entfernt. Hinzu kommen die Leistungen für die Kinder: im Status Quo ca. 4,8k, bei 500€ GE 12k, bei der Grünen KGS 6,7k']"
"Strengmann-Kuhn, Dr. Wolfgang",['@Jo_Berndt @SBachTax @HSchaeferIW @a_nnaschneider @MichaelOpielka Das ist richtig. Sozialdividende hat andere Vorteile. Muss politisch abgewogen werden.']
"Strengmann-Kuhn, Dr. Wolfgang","['@HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka Ds heißt aber ja nicht, dass alle netto (!) 1000 Euro mehr bekommen. Das ginge tatsächlich nicht und fordert niemand. Wie geschrieben: Das Grundeinkommen ersetzt die Steuerfreibeträge. Ich verweise noch mal zum Nachlesen auf unser Gutachten zum Althaus-Bürgergeld. S.44-47']"
"Strengmann-Kuhn, Dr. Wolfgang","['@weltbetrachter @HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka @SVR_Wirtschaft Die Ursprungsvariante mit 25% Flat-Tax. Das schreiben wir in unserem Gutachten auch. Aber der SVR berechnet 2 finanzierbare Varianten und schreibt: „Beide Varianten sind zwar deutlich unattraktiver als die utopische Althaus Originalversion, aber dafür im Prinzip umsetzbar“.']"
"Strengmann-Kuhn, Dr. Wolfgang","['@weltbetrachter @HSchaeferIW @SBachTax @a_nnaschneider @MichaelOpielka @SVR_Wirtschaft Hier etwas ausführlicher zu den Berechnungen des SVR: https://t.co/I7E7y7k92V\nFazit: Der SVR bescheinigt dem Solidarischen Bürgergeld, dass es prinzipiell umsetzbar und finanzierbar ist. In beiden vom SVR durchgerechneten finanzierbaren Varianten sinkt die Armutsquote deutlich.']"
"Strengmann-Kuhn, Dr. Wolfgang","['@APeichl hab das eben für eine kleine Twitter-Diskussion rausgesucht. Könnte Dich auch interessieren, zumal Du von uns auch zitiert wirst.']"
"Strengmann-Kuhn, Dr. Wolfgang","['Mein erster Newsletter 2020\nThemen: #Arbeitsmarkt, #Weiterbildung, #Obdachlosigkeit/ #Wohnungslosigkeit, #Armut, #HartzIV-Sanktionen\n\nIch wünsche wie immer viel Spaß beim Lesen meines Newsletters zu diesen und weiteren Themen. \n\nhttps://t.co/vzxzRmspX2 https://t.co/WPGdanIxU3']"
"Strengmann-Kuhn, Dr. Wolfgang",['Grüne Bundestagsabgeordnete beim Neujahrsempfang des #Bundestag-Ausschusses für Arbeit &amp; Soziales im Bundesministerium für Arbeit und Soziales (BMAS) https://t.co/lBBlOSjDHl']
"Strengmann-Kuhn, Dr. Wolfgang",['Heute Jahresauftakt der @IGMetall_FFM mit @sven_giegold und Leonie Wicke von @FridayForFuture https://t.co/lgfPZvpqdb']
"Strengmann-Kuhn, Dr. Wolfgang",['Jahresauftakt der @IGMetall_FFM mit @sven_giegold zum Zusammenhang von ökologischer und sozialer Frage. Beides muss zusammen beantwortet werden! https://t.co/1vABgiKCqO']
"Strengmann-Kuhn, Dr. Wolfgang","['@DerDanyal Ein Grund mehr, Deinen Tweet zu retweeten!\n#heforshe']"
"Strengmann-Kuhn, Dr. Wolfgang",['Der Umweltexperte @Hermann_Ott über absurd hohe Entschädigungen für Kraftwerksbetreiber und die #Kohle als Faustpfand.\n#Kohleausstieg @ClientEarthDe \nhttps://t.co/GzFOTfj75r']
"Strengmann-Kuhn, Dr. Wolfgang",['Heute Abend bin ich auf Einladung von @gruenedortmund in #Dortmund\nVortrag und Diskussion zum #Grundeinkommen ab 18:30 Uhr im #CafePlus \n#BGE \nhttps://t.co/iHVTl6K6CU']
"Strengmann-Kuhn, Dr. Wolfgang","['""Statt fortlaufend das Märchen vom unendlichen Wachstum auf einem endlichen Planeten zu wiederholen, braucht es ein Wirtschaftssystem, das für Stabilität und gerechte Verteilung sorgt, ohne dabei von #Wirtschaftswachstum abhängig zu sein.""\nLesenswerter Artikel!']"
"Strengmann-Kuhn, Dr. Wolfgang","['@DB_Bahn Ich sitze im ICE 947 von Dortmund nach Berlin. Sehe ich das richtig, dass der Zug kein WiFi hat?']"
"Strengmann-Kuhn, Dr. Wolfgang",['@Juliane_Seifert @Freih_Ordnung @SDullien @APeichl @BMFSFJ @AnkeHassel @ifo_Institut @DIW_Berlin @W_Schmidt_ @MartinGreive @maja_branko @lisapaus Ziel sollte eine automatische Auszahlung mit Einkommensprüfung durch das Finanzamt sein.']
"Strengmann-Kuhn, Dr. Wolfgang","['Heute Vormittag bin ich zu Gast beim #Neujahrsempfang von @GrueneHTK in #Oberursel\nIch freue mich auf die Gespräche.\nWenn Du in der Nähe bist, komm vorbei. https://t.co/mlPZ2oyNCv']"
"Strengmann-Kuhn, Dr. Wolfgang",['Und hier gibt es jetzt einen Bericht zu der Veranstaltung\nhttps://t.co/uD3zFFBgLL\n#Grundeinkommen #BGE @gruenedortmund @Gruenes_GE']
"Strengmann-Kuhn, Dr. Wolfgang",['@praesidentindjb @juristinnenbund Klar! Hab’s aber mal retweetet ;-)']
"Strengmann-Kuhn, Dr. Wolfgang","['@parteienfrei @GrueneBundestag Die Idee ist, dass Menschen mit geringen Einkommen eine Zahlung (einen so genannten tax credit) vom Finanzamt erhalten, so dass das Nettoeinkommen größer ist als das Bruttoeinkommen.']"
"Strengmann-Kuhn, Dr. Wolfgang","['@BadMoritz @GrueneBundestag @Die_Gruenen Zur Grünen Debatte zum #Grundeinkommen in Deutschland und in der EU, siehe hier:\nhttps://t.co/oVr3PgZI67']"
"Strengmann-Kuhn, Dr. Wolfgang","['Zeigt, wie wichtig es ist, geringe Einkommen zu entlasten, aber weder geringere Steuern noch geringere Sozialabgaben sind zielführend. \nNotwendig: #Garantiesicherung, die - zumindest - für Erwerbstätige vom Finanzamt ausgezahlt wird. @cerstinGammelin @APeichl @SBachTax']"
"Strengmann-Kuhn, Dr. Wolfgang","['zu #Thüringen:\nIch finde es nicht verwerflich, dass @KemmerichThL kandidiert hat.\nEs war aber ein Fehler, die Wahl anzunehmen. \nDiesen Fehler nicht zu korrigieren ist fatal.\nMindestens so problematisch: die Wahl durch die CDU \nCDU und FDP müssen Weg zu #Neuwahlen frei machen']"
"Strengmann-Kuhn, Dr. Wolfgang",['Das wäre noch besser.']
"Strengmann-Kuhn, Dr. Wolfgang","['Das Problem bei der #Grundrente ist nicht, dass es keine Bedrüftigkeitsprüfung gibt, sondern das Problem ist, dass es eine Bedürftigkeitsprüfung gibt. \n#Garantierente ohne Bedürftigkeitsprüfung wäre die bessere Alternative.']"
"Strengmann-Kuhn, Dr. Wolfgang",['Die #Ausschließeritis in #Thüringen sollte beendet werden. \nDie @cdu_fraktion_th sollte sich durchringen entweder eine r2g-Minderheitsregierung mit zu wählen oder mit der Linken über eine gemeinsame Regierung zu verhandeln.\nDann bräuchte es keine Neuwahlen.']
"Strengmann-Kuhn, Dr. Wolfgang",['💪🌻👏']
"Strengmann-Kuhn, Dr. Wolfgang","['gute Nachricht: #Mindestlohn wirkt\nNiedriglohnsektor sinkt, ist aber immer noch groß\nund zu viele Menschen erhalten den Mindestlohn immer noch nicht']"
"Strengmann-Kuhn, Dr. Wolfgang",['@A_Leimbach @hessenschau Willkommen zurück in Hessen']
"Strengmann-Kuhn, Dr. Wolfgang",['Volles Haus beim #Neujahrsempfang von @GrueneOF #Offenbach https://t.co/uMtqDiPm6B']
"Strengmann-Kuhn, Dr. Wolfgang",['Lesenswertes Interview mit Florian Imbery vom Deutschen Wetterdienst @DWD_klima @DWD_presse via @OP_online \n #Klimawandel #Klimaschutz #Klimakatastrophe #Klimakrise @FSchlimm \nhttps://t.co/orurAyW8Az']
"Strengmann-Kuhn, Dr. Wolfgang","['Danach hätten sowohl schwarz-grün (51%) als auch grün-rot-rot (48%) eine Mehrheit, aber Umfragen sind kein Wahlergebnisse und die Bundestagswahl ist noch lange hin.']"
"Strengmann-Kuhn, Dr. Wolfgang",['@williehamburg @JoeKerr97483790 @svenlehmann @Anja_Piel @katjadoerner @ChrisKuehn_mdb Zusätzlich empfehle ich dem Twitter-Account Grüne Sozialpolitik @gruen_sozial zu folgen']
"Strengmann-Kuhn, Dr. Wolfgang","['Ich habe den Film seinerzeit im Kino gesehen und kann mich voll und ganz anschließen! Sehr guter, sehenswerter Film!']"
"Strengmann-Kuhn, Dr. Wolfgang","['Dürfen sich eigentlich auch Frauen oder Menschen, die nicht aus NRW kommen, für den #CDU-Vorsitz bewerben?\n#Röttgen #Merz #Laschet #Spahn']"
"Strengmann-Kuhn, Dr. Wolfgang","['Heute Abend gibt es in Frankfurt die nächste Veranstaltung der Reihe #BoellEconomics, diesmal mit @felber_c zum Thema:\n#Gemeinwohlökonomie - Überwinderin von #Kapitalismus und #Wachstumszwang?\nIch freue mich auf die Diskussion, ab 19 Uhr im @HausamDom \nhttps://t.co/cIMHahjPz1']"
"Strengmann-Kuhn, Dr. Wolfgang",['Heute 18 Uhr Mahnwache auf dem Marktplatz in #Hanau #hanaustehtzusammen']
"Strengmann-Kuhn, Dr. Wolfgang",['Gestern in #Hanau']
"Strengmann-Kuhn, Dr. Wolfgang","['#Hamburg hat es morgen in der Hand, nach #Hanau ein Zeichen gegen rechts zu setzen und dafür zu sorgen, dass die #AFD nicht mehr in die #Bürgerschaft kommt. \n#HHWahl #hhbue2020 #HamburgWahl #noafd #NoAfDhh \nWählen gehen!']"
"Strengmann-Kuhn, Dr. Wolfgang","['Ich finde zunehmend Begriffe wie ""Migranten"" oder ""migrantisch"" für Menschen, die hier geboren und aufgewachsen sind, problematisch und ausgrenzend.']"
"Strengmann-Kuhn, Dr. Wolfgang",['nichts verstanden #Thüringen']
"Strengmann-Kuhn, Dr. Wolfgang",['Ich freue mich über ein super Ergebnis und die Prognosen für die AFD - die sich hoffentlich bestätigen werden\nGratulation an @fegebanks und @GRUENE_Hamburg! \n#Hamburgwahl #hhbue2020 #NoAfDhh #noafd #diezeitistjetzt']
"Strengmann-Kuhn, Dr. Wolfgang","['@chris_breu @DavidTischer @Die_Gruenen @annarmpeters @gjberlin @gruene_jugend @GrueneBundestag @gruene_berlin @DIW_Berlin Hier gibt es die Tagesordnung der Sitzung\nhttps://t.co/AL7LOiOJMo\nIch habe den Walfisch von @SBachTax beim Punkt ""Steuergerechtigkeit am oberen Ende"" als Argument für Handlungsbedarf eingebracht. \nMehr zur @Die_Gruenen-BAG Wirtschaft und Finanzen :\nhttps://t.co/3E90kYSo0X']"
"Strengmann-Kuhn, Dr. Wolfgang",['Liebe @CDU und @cdu_thueringen: \nKann man sich bei einer Wahl zwischen Höcke und Ramelow wirklich der Stimme enthalten? \n#Thüringen #Thueringen \n\nhttps://t.co/fpIceLM5b3']
"Strengmann-Kuhn, Dr. Wolfgang",['Die Frage stellt sich natürlich auch für die @fdp_thueringen']
"Strengmann-Kuhn, Dr. Wolfgang","['#ff Neu auf Twitter: @charlotte_mdb \nCharlotte Schneidewind-Hartnagel, Bundestagsabgeordnete von @GrueneBundestag']"
"Strengmann-Kuhn, Dr. Wolfgang",['Herzlichen Glückwunsch!']
"Strengmann-Kuhn, Dr. Wolfgang","['Heute habe ich meinen allerersten Ordnungsruf erhalten, weil ich einen AFD-Kollegen in einem Zwischenruf als Rassisten bezeichnet habe.\nDer Thread hier beschriebt warum. Jemand der so denkt wie hier beschrieben ist ein Rassist. Mein Zwischenruf war eine reine Feststellung.']"
"Strengmann-Kuhn, Dr. Wolfgang","['Auch bei den Tafeln sind Auswirkungen durch die Ausbreitung des #Coronavirus spürbar. Wir appellieren an die Bürger*innen und auch an die Supermärkte, nicht benötigte Lebensmittel an die Tafeln zu spenden. Gerade Arme sind jetzt auf Solidarität angewiesen.\nhttps://t.co/FGBpAecPql']"
"Strengmann-Kuhn, Dr. Wolfgang","['Die Maßnahmen zum #Kurzarbeitergeld sind richtig und werden diesmal noch wichtiger als in der Finanzkrise \nWir müssen aber auch diejenigen im Blick behalten, denen dadurch nicht geholfen wird, insbesondere viele Selbständige  \nMeine Rede im #Bundestag \nhttps://t.co/Acum9mMwgt']"
"Strengmann-Kuhn, Dr. Wolfgang","['Je länger ich drüber nachdenke, um so besser finde ich die Idee. \nEin zeitlich befristetes #Grundeinkommen könnte - neben der Kurzarbeit für abhängig Beschäftigte - vor allem Selbständigen und Menschen mit geringen Einkommen in dieser #Coronakrise helfen und Jobcenter entlasten']"
"Strengmann-Kuhn, Dr. Wolfgang","['Ich finde das eine sehr gute Idee: @AnkeHassel und @OdendahlC schlagen vor, dass alle Bürgerinnen und Bürger zeitlich befristet ein #Coronageld erhalten. Das könnte am Ende des Jahres mit der Einkommensteuer verrechnet zurückgezahlt werden, würde auch Jobcenter entlasten.']"
"Strengmann-Kuhn, Dr. Wolfgang",['@SBachTax @AnkeHassel @jsuedekum @OdendahlC @thehertieschool Denke ich auch. Was sagt @dstgbund dazu?']
"Strengmann-Kuhn, Dr. Wolfgang","['@SBachTax @AnkeHassel @jsuedekum @OdendahlC @thehertieschool in Hong Kong und Singapur wurde dieses Coronageld bereits eingeführt - in Hong Kong sind es etwa 1.000 € pro Person, in Singapur knapp 200 € für alle erwachsenen Bürger ab 21 Jahren.\n\nhttps://t.co/MlvSXXujMD\n\nhttps://t.co/gQI1IHEyfE']"
"Strengmann-Kuhn, Dr. Wolfgang",['@ChangeGER @OlafScholz @peteraltmaier @meinbge @susannewiest @sibelschick @Schmidtlepp @ennobunger @gri_mm @antjeschrupp https://t.co/Ba5Wg2fs4v']
"Strengmann-Kuhn, Dr. Wolfgang",['erste Fraktionssitzung von @gruenebundestag per Videokonferenz']
"Strengmann-Kuhn, Dr. Wolfgang","['Mein Kollege @svenlehmann fordert in einem Brief an @hubertus_heil und den Vorsitzenden des Vorstands der @Bundesagentur eine Vereinfachung von #HartzIV in Zeiten von #Corona, u.a.\n- keine Sanktionen\n- keine Stromsperren\n- keine Vermögensprüfung \nhttps://t.co/s7RB6gTna7']"
"Strengmann-Kuhn, Dr. Wolfgang","['Zum Vorschlag #Coronageld sagt er: „Diese Debatten sind wichtig und zeigen den Wunsch, soziale Leistungen zu vereinfachen und deren Garantie sicherzustellen“']"
"Strengmann-Kuhn, Dr. Wolfgang",['#Coronakrise: Deutscher Musikrat fordert befristetes Grundeinkommen\nhttps://t.co/eP5fLq1VPZ']
"Strengmann-Kuhn, Dr. Wolfgang",['Ich empfehle das Interview mit @MFratzscher in den @tagesthemen zur ökonomischen Krise und wie #Selbständige unterstützt werden können. \nhttps://t.co/NNsjrzCof1']
"Strengmann-Kuhn, Dr. Wolfgang","['@SchlimbachDGB @boeckler_de @ThorstenSchult6 @WSITarifarchiv Ich habe in meiner Rede im Bundestag letzte Woche die Unternehmen aufgefordert, #Kurzarbeitergeld aufzustocken. Das können aber nicht alle. Deswegen: auch für Kurzarbeitende mit geringen Einkommen würde ein #Coronageld, wie @AnkeHassel und @OdendahlC fordern, helfen.']"
"Strengmann-Kuhn, Dr. Wolfgang",['interessantes Tool']
"Strengmann-Kuhn, Dr. Wolfgang","['""Die kleinen Unternehmen brauchen wirklich Geld in der Tasche. Man muss über Transfers nachdenken, dass man sagt, alle, die beim Finanzamt gemeldet sind, kriegen 5.000 oder 10.000 Euro in die Tasche, sofort, um diese Zeit lang überleben zu können.']"
"Strengmann-Kuhn, Dr. Wolfgang","['""Der Offenbacher Bundestagsabgeordnete Wolfgang Strengmann-Kuhn (Grüne) schlägt eine Art befristetes Grundeinkommen vor, ein #Coronageld von 500 bis 800 Euro.""\nDavon würden vor allem Selbständige profitieren, die sofort und unbürokratisch Hilfe brauchen. \nhttps://t.co/ehEFfdLmkS']"
"Strengmann-Kuhn, Dr. Wolfgang",['@A_Leimbach @Axo_LotteL @SimonPoelchau @robert_mey @gnurpsnewoel @LeaGronenberg @jufritzsche @formelfriedrich Free Lunch Society']
"Strengmann-Kuhn, Dr. Wolfgang","['@HorstNona @archivbge Es geht dabei nicht um einen Ersatz der oder eine Alternative zur Grundsicherung, sondern darum, den Menschen schnell und unbürokratisch zu helfen und eine finanzielle Basis zu schaffen.']"
"Strengmann-Kuhn, Dr. Wolfgang","['Das youtube-Video mit dem Interview von @MFratzscher ist nicht mehr verfügbar, ist aber auch hier zu finden:\nhttps://t.co/1njNSSEs1e\nSehenswert und (leider) immer noch aktuell. \nInsbesondere Selbständige, aber auch weitere Gruppen, brauchen schnelle und unbürokratische Hilfe!']"
"Strengmann-Kuhn, Dr. Wolfgang","['Kosten eines befristetes Grundeinkommen für Selbständige/ Künstler*innen (6 Monate, 1000 €):\n- Künstler*innen (Versicherte in der KSK): ca. 1,2 Mrd. €\n- Solo-Selbständige: ca. 10,8 Mrd. €\n- alle Selbständigen: ca. 24,6 Mrd. €\nWenn mit EkSt. verrechnet, netto deutlich weniger']"
"Strengmann-Kuhn, Dr. Wolfgang",['Die Bundesregierung will offenbar ein 40 bis 50 Mrd. €-Paket für Selbständige. Ein befristetes Grundeinkommen wäre die schnellste und unbürokratischste Hilfe.']
"Strengmann-Kuhn, Dr. Wolfgang","['Ich habe jetzt auch das @rki_de in meine #Wissenschaft-Twitterliste aufgenommen, ansonsten vor allem #econtwitter, #arbeitsmarktpolitik, #sozialpolitik\nKann auch abonniert werden:\nhttps://t.co/Gaw8twXpqi']"
"Strengmann-Kuhn, Dr. Wolfgang","['#Coronageld und Co.\n- wie Selbständigen, Künstler*innen und anderen schnell und unbürokratisch geholfen werden kann\nEin Blogbeitrag und Schlussfolgerungen \nhttps://t.co/D8RNKR7i20\n@AnkeHassel @OdendahlC @MFratzscher @SBachTax @ChangeGER \n#Grundeinkommen']"
"Strengmann-Kuhn, Dr. Wolfgang","['@MartinGreive @lisapaus Das klingt ja immer noch sehr bürokratisch. \nDas geht besser, schneller und unbürokratischer:\nhttps://t.co/32xwEx5Z8Q']"
"Strengmann-Kuhn, Dr. Wolfgang","[""@jsuedekum @APeichl @hubertus_heil @AnkeHassel @FuestClemens @MFratzscher @BachmannRudi @BMAS_Bund Ja richtig. Aber reicht das? \nIst für Selbständige, Künstlerinnen und Künstler #HartzIV und der Verweis auf Jobcenter und Arbeitslosengeld 2 der richtige Weg? Ich bezweifle das. Außerdem ist das immer noch zu bürokratisch. So geht's besser:\n👇\nhttps://t.co/32xwEx5Z8Q""]"
"Strengmann-Kuhn, Dr. Wolfgang","['@jsuedekum @APeichl @hubertus_heil @AnkeHassel @FuestClemens @MFratzscher @BachmannRudi @BMAS_Bund Ich korrigiere mich: Eine Million zusätzliche Selbständige in #HartzIV ist falsch und nicht die Lösung!\nEs würde auch die Jobcenter zusätzlich belasten. Auch das ist falsch.\nWenn so viel Geld in die Hand genommen wird, muss das anders, effizienter und effektiver, gemacht werden.']"
"Strengmann-Kuhn, Dr. Wolfgang","['Statt Selbständige unbürokratisch zu unterstützen, plant die #GroKo:\n- 1 Mio. Selbständige sollen #HartzIV beziehen \n- Kosten: fast 10 Mrd. Euro, davon 2,1 Mrd. für die Kommunen.\n- Jobcenter und Kommunen werden zusätzlich belastet\nhttps://t.co/UTkBVvRVnn\nDas geht besser! \n(1/2)']"
